Name, Price, Link, Img
Xiaomi Redmi Note 9 Pro Dual Sim 6GB RAM 64GB Interste,4599,https://www.smart.md/smartphone_xiaomi-redmi-note-9-pro-dual-sim-6gb-ram-64gb-interstellar-gray.html,https://www.smart.md/image/cache/data/HP-2020/thumb_500x500_xiaomiredminote9pro6128gbinterstellargray6671080x2400ipsqualcommsm7125snapdragon720g8nmoctacore2x23ghzkryo465gold6x18ghzkryo465silveradreno618ram6gb9359843869499-335x335.png
Apple iPhone 11 Pro 64GB,19499,https://www.smart.md/smartphone_apple-iphone-11-pro-64gb-space-grey.html,https://www.smart.md/image/cache/data/MariaPoze/1/11/877/AppleiPhone11ProMax512GBSpaceGrey-335x335.jpg
Realme 6 8/128Gb,5199,https://www.smart.md/realme-6-8128-gb-white.html,https://www.smart.md/image/cache/data/produse/telefoane/Realme/6/thumb_333349_default_big-335x335.jpg
Samsung Galaxy Note 20 Ultra Dual SIM N985 12/256GB M,22999,https://www.smart.md/samsung-galaxy-note-20-ultra-dual-sim-n985-12256gb-mystic-bronze.html,https://www.smart.md/image/cache/data/Editare/smartphone/Samsung/note 20 ultra/SamsungGalaxyNote20UltraBronze1600x1200-335x335.jpg
Xiaomi Redmi Note 9 Dual Sim 4GB RAM 128GB,4099,https://www.smart.md/smartphone_xiaomi-redmi-note-9-dual-sim-4gb-ram-128gb-polar-white.html,https://www.smart.md/image/cache/data/produse/telefoane/xiaomi/Note 9/Telefon-mobil-Dual-SIM-Xiaomi-Redmi-Note-9-64-GB-3-GB-RAM-Polar-White-2-335x335.jpg
Xiaomi Redmi Note 9 Dual Sim 4GB RAM 128GB Midnight Gr,4099,https://www.smart.md/smartphone_xiaomi-redmi-note-9-dual-sim-4gb-ram-128gb-midnight-grey.html,https://www.smart.md/image/cache/data/produse/telefoane/xiaomi/Note 9/redmi-note-9-dual-sim-fizic-64gb-lte-4g-gri-midnight-grey-3gb-ram_10066892_3_1588681231-335x335.jpg
Samsung Galaxy S10 Lite G770 LTE Dual Sim 128GB,8999,https://www.smart.md/smartphone_samsung-galaxy-s10-lite-g770-lte-dual-sim-128gb-black.html,https://www.smart.md/image/cache/data/produse/telefoane/samsung/s10lite/samsung_galaxy_g770_black1-335x335.png
Samsung Galaxy A31 (A315) Dual Sim 4/128Gb,4489,https://www.smart.md/smartphone_samsung-galaxy-a31-a315-dual-sim-4128gb-blue.html,https://www.smart.md/image/cache/data/dulapuri-folder/samsung_galaxy_a315_blue1_nvqyux-335x335.png
Samsung Galaxy M11 (M115) 3/32Gb,3099,https://www.smart.md/samsung-galaxy-m11-332-gb-negru-ecran-qualcomm-snapdragon-450-tripla-camera-principala-13-megapixeli-2-megapixeli-5-megapixeli-camera-frontala-8-megapixeli-ram-3-gb-32-gb-memorie-interna-microsd-3g-lte-gps-glonass-bds-suport.html,https://www.smart.md/image/cache/data/results-photos/atehno/samsung-galaxy-m11-464gb-black-ekran-9359843876022-335x335.png
Samsung Galaxy A31 (A315) Dual Sim 4/64Gb,4299,https://www.smart.md/smartphone_samsung-galaxy-a31-a315-dual-sim-464gb-red.html,https://www.smart.md/image/cache/data/dulapuri-folder/samsung_galaxy_a315_red1_2uerxf-335x335.png
Apple iPhone 11 Pro Max 256GB,26199,https://www.smart.md/smartphone_apple-iphone-11-pro-max-256gb-space-grey.html,https://www.smart.md/image/cache/data/MariaPoze/1/11/877/AppleiPhone11ProMax512GBSpaceGrey-335x335.jpg
